128.0,16.0,128.0,512.0,512.0
128.0,1024.0,256.0,128.0,128.0
512.0,256.0,512.0,64.0,64.0
128.0,32.0,512.0,64.0,1024.0
512.0,64.0,256.0,16.0,128.0
16.0,1024.0,64.0,32.0,256.0
1024.0,64.0,512.0,128.0,256.0
64.0,256.0,64.0,32.0,512.0
32.0,64.0,1024.0,32.0,16.0
256.0,256.0,32.0,1024.0,256.0
512.0,64.0,128.0,32.0,128.0
1024.0,64.0,1024.0,512.0,128.0
256.0,128.0,32.0,512.0,32.0
128.0,128.0,512.0,64.0,512.0
128.0,512.0,1024.0,256.0,256.0
256.0,1024.0,256.0,512.0,256.0
256.0,512.0,256.0,1024.0,128.0
16.0,128.0,32.0,256.0,32.0
128.0,256.0,1024.0,512.0,16.0
1024.0,512.0,64.0,512.0,256.0
16.0,32.0,64.0,16.0,128.0
64.0,256.0,16.0,512.0,64.0
1024.0,1024.0,512.0,512.0,16.0
1024.0,128.0,64.0,128.0,256.0
16.0,16.0,512.0,128.0,32.0
1024.0,64.0,512.0,256.0,1024.0
128.0,32.0,32.0,32.0,64.0
1024.0,32.0,512.0,1024.0,1024.0
16.0,512.0,256.0,512.0,16.0
1024.0,512.0,256.0,1024.0,64.0
256.0,1024.0,64.0,256.0,64.0
16.0,1024.0,256.0,16.0,16.0
512.0,1024.0,64.0,128.0,64.0
64.0,64.0,128.0,16.0,512.0
128.0,1024.0,32.0,512.0,16.0
256.0,32.0,512.0,16.0,64.0
128.0,16.0,128.0,16.0,1024.0
32.0,32.0,128.0,64.0,64.0
256.0,16.0,32.0,1024.0,1024.0
32.0,64.0,128.0,256.0,16.0
16.0,32.0,64.0,256.0,512.0
128.0,32.0,256.0,128.0,1024.0
128.0,32.0,1024.0,256.0,16.0
256.0,16.0,32.0,1024.0,128.0
128.0,512.0,64.0,512.0,1024.0
256.0,32.0,32.0,512.0,32.0
16.0,32.0,64.0,512.0,1024.0
512.0,16.0,32.0,1024.0,1024.0
128.0,512.0,256.0,32.0,128.0
128.0,256.0,32.0,16.0,256.0
512.0,512.0,256.0,1024.0,128.0
128.0,1024.0,512.0,64.0,32.0
256.0,32.0,128.0,256.0,16.0
256.0,128.0,128.0,512.0,1024.0
256.0,32.0,64.0,64.0,128.0
32.0,64.0,512.0,64.0,16.0
16.0,16.0,128.0,16.0,256.0
32.0,512.0,128.0,64.0,256.0
64.0,32.0,16.0,16.0,1024.0
1024.0,1024.0,64.0,32.0,16.0
64.0,1024.0,64.0,1024.0,32.0
32.0,512.0,256.0,64.0,64.0
32.0,64.0,64.0,1024.0,256.0
256.0,128.0,32.0,32.0,512.0
64.0,16.0,32.0,512.0,32.0
32.0,32.0,512.0,512.0,16.0
256.0,16.0,64.0,256.0,512.0
128.0,64.0,1024.0,1024.0,256.0
512.0,16.0,256.0,128.0,16.0
1024.0,16.0,64.0,64.0,1024.0
512.0,128.0,32.0,16.0,1024.0
256.0,128.0,1024.0,16.0,512.0
128.0,64.0,256.0,256.0,256.0
1024.0,16.0,128.0,128.0,32.0
512.0,1024.0,128.0,16.0,32.0
512.0,128.0,1024.0,1024.0,32.0
32.0,512.0,256.0,16.0,32.0
128.0,64.0,16.0,256.0,64.0
32.0,1024.0,16.0,64.0,1024.0
128.0,256.0,32.0,128.0,1024.0
1024.0,128.0,512.0,16.0,64.0
128.0,64.0,512.0,128.0,16.0
32.0,256.0,1024.0,16.0,16.0
512.0,32.0,512.0,32.0,128.0
256.0,16.0,1024.0,512.0,32.0
16.0,512.0,128.0,64.0,1024.0
64.0,16.0,32.0,32.0,16.0
16.0,256.0,128.0,16.0,128.0
512.0,256.0,64.0,16.0,32.0
64.0,32.0,32.0,1024.0,32.0
256.0,32.0,512.0,16.0,16.0
1024.0,32.0,64.0,256.0,1024.0
128.0,64.0,1024.0,512.0,512.0
64.0,64.0,32.0,16.0,1024.0
256.0,64.0,64.0,1024.0,16.0
128.0,128.0,32.0,256.0,64.0
64.0,16.0,256.0,128.0,512.0
16.0,1024.0,1024.0,32.0,16.0
64.0,1024.0,512.0,64.0,16.0
32.0,16.0,64.0,256.0,256.0
32.0,32.0,64.0,32.0,64.0
128.0,512.0,64.0,16.0,64.0
32.0,512.0,512.0,64.0,256.0
1024.0,32.0,128.0,128.0,128.0
512.0,512.0,32.0,32.0,64.0
16.0,32.0,32.0,128.0,16.0
256.0,256.0,64.0,32.0,256.0
512.0,256.0,128.0,64.0,64.0
256.0,16.0,256.0,16.0,128.0
32.0,256.0,1024.0,16.0,64.0
1024.0,1024.0,1024.0,256.0,32.0
16.0,1024.0,128.0,1024.0,32.0
128.0,64.0,16.0,16.0,16.0
512.0,256.0,1024.0,1024.0,16.0
64.0,64.0,256.0,1024.0,256.0
128.0,32.0,16.0,1024.0,64.0
64.0,16.0,16.0,16.0,32.0
32.0,64.0,512.0,256.0,16.0
512.0,512.0,512.0,16.0,64.0
16.0,16.0,16.0,512.0,16.0
32.0,32.0,128.0,256.0,512.0
64.0,1024.0,64.0,64.0,512.0
16.0,128.0,32.0,1024.0,128.0
256.0,32.0,32.0,64.0,256.0
1024.0,16.0,256.0,32.0,128.0
128.0,1024.0,512.0,256.0,32.0
512.0,32.0,32.0,16.0,512.0
16.0,128.0,16.0,32.0,32.0
512.0,64.0,512.0,16.0,16.0
128.0,512.0,32.0,256.0,16.0
64.0,1024.0,32.0,512.0,128.0
64.0,128.0,1024.0,16.0,256.0
512.0,512.0,16.0,1024.0,32.0
32.0,128.0,16.0,64.0,128.0
32.0,16.0,64.0,1024.0,1024.0
128.0,16.0,1024.0,256.0,256.0
1024.0,1024.0,512.0,1024.0,32.0
32.0,512.0,32.0,256.0,256.0
128.0,1024.0,16.0,64.0,512.0
128.0,512.0,512.0,16.0,16.0
16.0,64.0,64.0,64.0,32.0
128.0,32.0,512.0,32.0,256.0
128.0,16.0,128.0,16.0,32.0
1024.0,16.0,32.0,512.0,64.0
64.0,16.0,16.0,32.0,512.0
16.0,64.0,256.0,16.0,32.0
16.0,64.0,64.0,32.0,16.0
16.0,64.0,256.0,512.0,256.0
16.0,1024.0,64.0,64.0,16.0
16.0,32.0,32.0,512.0,16.0
512.0,256.0,128.0,64.0,16.0
16.0,16.0,64.0,32.0,64.0
256.0,64.0,128.0,256.0,256.0
1024.0,32.0,512.0,32.0,1024.0
32.0,512.0,256.0,1024.0,32.0
32.0,32.0,16.0,16.0,32.0
128.0,16.0,128.0,32.0,64.0
128.0,256.0,16.0,512.0,16.0
32.0,32.0,16.0,16.0,512.0
1024.0,512.0,16.0,128.0,32.0
32.0,64.0,512.0,128.0,32.0
64.0,256.0,1024.0,32.0,128.0
32.0,64.0,256.0,128.0,512.0
1024.0,64.0,128.0,128.0,1024.0
32.0,256.0,256.0,32.0,16.0
16.0,1024.0,1024.0,16.0,128.0
256.0,512.0,128.0,32.0,256.0
1024.0,256.0,512.0,512.0,16.0
64.0,1024.0,32.0,1024.0,128.0
16.0,128.0,16.0,64.0,16.0
1024.0,256.0,1024.0,1024.0,64.0
16.0,16.0,128.0,64.0,128.0
64.0,128.0,256.0,512.0,1024.0
128.0,16.0,128.0,256.0,128.0
16.0,16.0,256.0,128.0,16.0
128.0,512.0,128.0,512.0,512.0
64.0,16.0,128.0,32.0,32.0
512.0,16.0,128.0,512.0,16.0
512.0,64.0,64.0,16.0,512.0
512.0,128.0,1024.0,64.0,16.0
512.0,1024.0,256.0,32.0,32.0
16.0,128.0,32.0,128.0,1024.0
512.0,16.0,16.0,256.0,128.0
1024.0,16.0,1024.0,32.0,512.0
128.0,128.0,128.0,128.0,1024.0
1024.0,512.0,512.0,1024.0,16.0
64.0,512.0,16.0,512.0,64.0
32.0,32.0,16.0,32.0,1024.0
128.0,128.0,128.0,256.0,128.0
256.0,128.0,16.0,256.0,256.0
128.0,256.0,1024.0,1024.0,128.0
32.0,64.0,64.0,256.0,256.0
1024.0,1024.0,16.0,128.0,16.0
128.0,64.0,1024.0,16.0,512.0
128.0,1024.0,256.0,128.0,1024.0
256.0,128.0,1024.0,256.0,16.0
64.0,1024.0,64.0,32.0,128.0
16.0,512.0,256.0,1024.0,32.0
16.0,32.0,32.0,256.0,128.0
1024.0,512.0,256.0,32.0,128.0
64.0,128.0,16.0,64.0,256.0
16.0,16.0,16.0,1024.0,1024.0
256.0,512.0,128.0,32.0,128.0
512.0,1024.0,512.0,1024.0,256.0
16.0,16.0,16.0,16.0,16.0
512.0,512.0,256.0,16.0,256.0
32.0,512.0,16.0,16.0,1024.0
16.0,128.0,1024.0,512.0,128.0
64.0,32.0,128.0,64.0,32.0
